117,5.4,3.9,1.3,0.4,Iris-setosa
127,5.0,3.4,1.6,0.4,Iris-setosa
166,6.7,3.1,4.4,1.4,Iris-versicolor
121,5.4,3.4,1.7,0.2,Iris-setosa
185,5.4,3.0,4.5,1.5,Iris-versicolor
126,5.0,3.0,1.6,0.2,Iris-setosa
101,5.1,3.5,1.4,0.2,Iris-setosa
227,6.2,2.8,4.8,1.8,Iris-virginica
133,5.2,4.1,1.5,0.1,Iris-setosa
220,6.0,2.2,5.0,1.5,Iris-virginica
188,6.3,2.3,4.4,1.3,Iris-versicolor
176,6.6,3.0,4.4,1.4,Iris-versicolor
171,5.9,3.2,4.8,1.8,Iris-versicolor
209,6.7,2.5,5.8,1.8,Iris-virginica
110,4.9,3.1,1.5,0.1,Iris-setosa
174,6.1,2.8,4.7,1.2,Iris-versicolor
108,5.0,3.4,1.5,0.2,Iris-setosa
137,5.5,3.5,1.3,0.2,Iris-setosa
130,4.7,3.2,1.6,0.2,Iris-setosa
158,4.9,2.4,3.3,1.0,Iris-versicolor
144,5.0,3.5,1.6,0.6,Iris-setosa
192,6.1,3.0,4.6,1.4,Iris-versicolor
102,4.9,3.0,1.4,0.2,Iris-setosa
187,6.7,3.1,4.7,1.5,Iris-versicolor
125,4.8,3.4,1.9,0.2,Iris-setosa
202,5.8,2.7,5.1,1.9,Iris-virginica
196,5.7,3.0,4.2,1.2,Iris-versicolor
114,4.3,3.0,1.1,0.1,Iris-setosa
204,6.3,2.9,5.6,1.8,Iris-virginica
161,5.0,2.0,3.5,1.0,Iris-versicolor
138,4.9,3.1,1.5,0.1,Iris-setosa
197,5.7,2.9,4.2,1.3,Iris-versicolor
207,4.9,2.5,4.5,1.7,Iris-virginica
156,5.7,2.8,4.5,1.3,Iris-versicolor
149,5.3,3.7,1.5,0.2,Iris-setosa
229,6.4,2.8,5.6,2.1,Iris-virginica
195,5.6,2.7,4.2,1.3,Iris-versicolor
179,6.0,2.9,4.5,1.5,Iris-versicolor
217,6.5,3.0,5.5,1.8,Iris-virginica
200,5.7,2.8,4.1,1.3,Iris-versicolor
120,5.1,3.8,1.5,0.3,Iris-setosa
181,5.5,2.4,3.8,1.1,Iris-versicolor
201,6.3,3.3,6.0,2.5,Iris-virginica
213,6.8,3.0,5.5,2.1,Iris-virginica
244,6.8,3.2,5.9,2.3,Iris-virginica
170,5.6,2.5,3.9,1.1,Iris-versicolor
178,6.7,3.0,5.0,1.7,Iris-versicolor
180,5.7,2.6,3.5,1.0,Iris-versicolor
165,5.6,2.9,3.6,1.3,Iris-versicolor
219,7.7,2.6,6.9,2.3,Iris-virginica
153,6.9,3.1,4.9,1.5,Iris-versicolor
162,5.9,3.0,4.2,1.5,Iris-versicolor
160,5.2,2.7,3.9,1.4,Iris-versicolor
237,6.3,3.4,5.6,2.4,Iris-virginica
221,6.9,3.2,5.7,2.3,Iris-virginica
119,5.7,3.8,1.7,0.3,Iris-setosa
206,7.6,3.0,6.6,2.1,Iris-virginica
233,6.4,2.8,5.6,2.2,Iris-virginica
118,5.1,3.5,1.4,0.3,Iris-setosa
243,5.8,2.7,5.1,1.9,Iris-virginica
232,7.9,3.8,6.4,2.0,Iris-virginica
168,5.8,2.7,4.1,1.0,Iris-versicolor
205,6.5,3.0,5.8,2.2,Iris-virginica
247,6.3,2.5,5.0,1.9,Iris-virginica
231,7.4,2.8,6.1,1.9,Iris-virginica
128,5.2,3.5,1.5,0.2,Iris-setosa
208,7.3,2.9,6.3,1.8,Iris-virginica
248,6.5,3.0,5.2,2.0,Iris-virginica
143,4.4,3.2,1.3,0.2,Iris-setosa
215,5.8,2.8,5.1,2.4,Iris-virginica
159,6.6,2.9,4.6,1.3,Iris-versicolor
151,7.0,3.2,4.7,1.4,Iris-versicolor
122,5.1,3.7,1.5,0.4,Iris-setosa
131,4.8,3.1,1.6,0.2,Iris-setosa
107,4.6,3.4,1.4,0.3,Iris-setosa
104,4.6,3.1,1.5,0.2,Iris-setosa
154,5.5,2.3,4.0,1.3,Iris-versicolor
239,6.0,3.0,4.8,1.8,Iris-virginica
116,5.7,4.4,1.5,0.4,Iris-setosa
191,5.5,2.6,4.4,1.2,Iris-versicolor
230,7.2,3.0,5.8,1.6,Iris-virginica
245,6.7,3.3,5.7,2.5,Iris-virginica
223,7.7,2.8,6.7,2.0,Iris-virginica
249,6.2,3.4,5.4,2.3,Iris-virginica
190,5.5,2.5,4.0,1.3,Iris-versicolor
234,6.3,2.8,5.1,1.5,Iris-virginica
222,5.6,2.8,4.9,2.0,Iris-virginica
203,7.1,3.0,5.9,2.1,Iris-virginica
145,5.1,3.8,1.9,0.4,Iris-setosa
115,5.8,4.0,1.2,0.2,Iris-setosa
224,6.3,2.7,4.9,1.8,Iris-virginica
246,6.7,3.0,5.2,2.3,Iris-virginica
155,6.5,2.8,4.6,1.5,Iris-versicolor
238,6.4,3.1,5.5,1.8,Iris-virginica
211,6.5,3.2,5.1,2.0,Iris-virginica
141,5.0,3.5,1.3,0.3,Iris-setosa
173,6.3,2.5,4.9,1.5,Iris-versicolor
250,5.9,3.0,5.1,1.8,Iris-virginica
142,4.5,2.3,1.3,0.3,Iris-setosa
136,5.0,3.2,1.2,0.2,Iris-setosa
241,6.7,3.1,5.6,2.4,Iris-virginica
139,4.4,3.0,1.3,0.2,Iris-setosa
